AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
National,,All,2020-21,21,6.1,5.7,,7,9.2,5,"4,017","2,770","5,251","57,217",> 100%
National,,All,2020-21,22,6,5.5,,6.8,8.6,8,"3,883","2,347","4,911","57,352",> 100%
National,,All,2020-21,23,5.9,5.4,,6.6,8.2,6,"3,748","2,035","4,674","57,001",> 100%
National,,All,2020-21,24,5.8,5.3,,6.5,7.9,11,"3,691","1,776","4,504","57,106",> 100%
National,,All,2020-21,25,5.7,5.2,,6.1,7.5,8,"3,474","1,635","4,261","56,765",> 100%
National,,All,2020-21,26,5.6,5.2,,5.9,7.1,7,"3,384","1,543","4,104","57,403",> 100%
National,,All,2020-21,27,5.5,5.1,,6.2,7.5,3,"3,554","1,645","4,305","57,051",> 100%
National,,All,2020-21,28,5.5,5,,6.7,8.3,8,"3,833","1,991","4,747","57,061",> 100%
National,,All,2020-21,29,5.4,5,,7.3,9.3,9,"4,229","2,760","5,448","58,323",> 100%
National,,All,2020-21,30,5.4,5,,8.5,11.4,10,"5,094","4,105","6,875","60,182",> 100%
National,,All,2020-21,31,5.4,5,,10.3,14.6,11,"6,534","6,484","9,282","63,602",> 100%
National,,All,2020-21,32,5.4,5,,12.7,18.4,11,"8,489","9,406","12,285","66,880",> 100%
National,,All,2020-21,33,5.4,5,,14.6,21.6,11,"10,163","12,181","15,108","69,810",> 100%
National,,All,2020-21,34,5.4,5,,16,23.8,16,"11,500","14,174","17,132","71,976",> 100%
National,,All,2020-21,35,5.5,5,,16.8,25,32,"12,316","15,493","18,347","73,352",> 100%
National,,All,2020-21,36,5.5,5.1,,16.8,25,15,"12,325","15,418","18,362","73,565",> 100%
National,,All,2020-21,37,5.6,5.2,,16.7,25,17,"12,169","15,211","18,263","73,144",> 100%
National,,All,2020-21,38,5.7,5.2,,16,24.1,18,"11,511","14,347","17,345","72,034",> 100%
National,,All,2020-21,39,5.8,5.3,,15,22.2,19,"10,683","12,830","15,817","71,197",> 100%
National,,All,2019-20,40,6,5.5,,5.2,5.2,17,"2,714",0,"2,731","52,539",> 100%
National,,All,2019-20,41,6.1,5.6,,5.3,5.3,16,"2,782",0,"2,798","53,072",> 100%
National,,All,2019-20,42,6.2,5.7,,5.5,5.5,18,"2,992",0,"3,010","54,314",> 100%
National,,All,2019-20,43,6.3,5.9,,5.6,5.6,30,"2,995",0,"3,025","54,037",> 100%
National,,All,2019-20,44,6.4,6,,5.5,5.5,31,"2,928",0,"2,959","54,067",> 100%
National,,All,2019-20,45,6.5,6.1,,5.6,5.6,31,"3,081",0,"3,112","55,665",> 100%
National,,All,2019-20,46,6.7,6.2,,5.6,5.6,39,"3,106",0,"3,145","55,858",> 100%
National,,All,2019-20,47,6.8,6.3,,5.5,5.5,50,"3,014",0,"3,064","56,161",> 100%
National,,All,2019-20,48,6.9,6.4,,5.5,5.5,66,"2,997",0,"3,063","55,427",> 100%
National,,All,2019-20,49,7,6.6,,6,6,101,"3,329",0,"3,430","57,252",> 100%
National,,All,2019-20,50,7.1,6.7,,6.2,6.2,111,"3,480",0,"3,591","57,626",> 100%
National,,All,2019-20,51,7.2,6.8,,6.1,6.1,129,"3,392",0,"3,521","57,400",> 100%
National,,All,2019-20,52,7.3,6.8,,6.4,6.4,203,"3,539",0,"3,742","58,443",> 100%
National,,All,2019-20,1,7.4,6.9,,7.6,7.6,432,"4,102",0,"4,534","60,028",> 100%
National,,All,2019-20,2,7.4,7,,7.6,7.6,472,"4,137",1,"4,609","60,588",> 100%
National,,All,2019-20,3,7.5,7,,7.6,7.6,465,"4,057",2,"4,522","59,217",> 100%
National,,All,2019-20,4,7.5,7.1,,7.5,7.5,498,"3,905",3,"4,406","59,020",> 100%
National,,All,2019-20,5,7.5,7.1,,7.3,7.3,480,"3,810",0,"4,290","58,701",> 100%
National,,All,2019-20,6,7.5,7.1,,7.3,7.3,519,"3,816",4,"4,338","59,355",> 100%
National,,All,2019-20,7,7.5,7.1,,7.5,7.5,560,"3,839",6,"4,403","58,699",> 100%
National,,All,2019-20,8,7.5,7.1,,7.3,7.3,566,"3,711",6,"4,280","58,771",> 100%
National,,All,2019-20,9,7.5,7,,7.6,7.6,655,"3,837",9,"4,496","59,203",> 100%
National,,All,2019-20,10,7.4,7,,7.7,7.8,634,"3,976",38,"4,628","59,570",> 100%
National,,All,2019-20,11,7.4,6.9,,7.8,7.9,625,"3,971",60,"4,625","58,553",> 100%
National,,All,2019-20,12,7.3,6.8,,8.6,9.2,558,"4,543",586,"5,422","59,096",> 100%
National,,All,2019-20,13,7.2,6.8,,10.5,13.2,445,"6,169","3,211","8,319","62,873",> 100%
National,,All,2019-20,14,7.1,6.7,,14.4,21.5,476,"9,911","10,113","15,486","72,145",> 100%
National,,All,2019-20,15,7,6.6,,15.8,26.8,473,"11,988","16,306","21,178","78,946",> 100%
National,,All,2019-20,16,6.9,6.4,,15.2,27.8,263,"11,405","17,201","21,344","76,697",> 100%
National,,All,2019-20,17,6.8,6.3,,14.2,26.2,143,"10,369","15,525","19,325","73,774",> 100%
National,,All,2019-20,18,6.6,6.2,,13,24.1,66,"8,929","13,199","16,657","69,181",> 100%
National,,All,2019-20,19,6.5,6.1,,11.8,21.5,48,"7,825","11,223","14,370","66,709",> 100%
National,,All,2019-20,20,6.4,6,,10.6,19,22,"6,779","9,229","12,227","64,399",> 100%
National,,All,2019-20,21,6.3,5.8,,9.6,16.5,24,"5,894","7,228","10,161","61,520",> 100%
National,,All,2019-20,22,6.2,5.7,,8.9,15,12,"5,266","6,160","8,956","59,595",> 100%
National,,All,2019-20,23,6,5.6,,8.3,13.3,11,"4,895","5,046","7,799","58,804",> 100%
National,,All,2019-20,24,5.9,5.5,,7.9,11.9,11,"4,539","4,227","6,910","57,920",> 100%
National,,All,2019-20,25,5.8,5.4,,7.5,11.4,8,"4,363","3,844","6,611","57,904",> 100%
National,,All,2019-20,26,5.7,5.3,,7.3,11.2,12,"4,271","3,835","6,551","58,392",> 100%
National,,All,2019-20,27,5.7,5.2,,7.6,11.9,4,"4,559","4,540","7,097","59,702",> 100%
National,,All,2019-20,28,5.6,5.2,,9,13.9,10,"5,535","5,770","8,600","61,800",> 100%
National,,All,2019-20,29,5.5,5.1,,9.8,15.7,13,"6,182","7,166","9,915","62,998",> 100%
National,,All,2019-20,30,5.5,5.1,,10.6,17.2,11,"6,765","8,229","11,035","64,122",> 100%
National,,All,2019-20,31,5.5,5,,10.7,17.2,13,"6,840","8,285","11,058","64,121",> 100%
National,,All,2019-20,32,5.5,5,,10.7,16.8,10,"6,805","7,848","10,689","63,576",> 100%
National,,All,2019-20,33,5.5,5,,10.3,15.9,5,"6,508","7,248","10,084","63,511",> 100%
National,,All,2019-20,34,5.5,5,,9.6,14.6,12,"5,968","6,375","9,136","62,440",> 100%
National,,All,2019-20,35,5.5,5.1,,9.1,13.8,12,"5,541","5,739","8,404","60,980",> 100%
National,,All,2019-20,36,5.6,5.1,,8.7,12.8,9,"5,204","5,010","7,719","60,126",> 100%
National,,All,2019-20,37,5.6,5.2,,8.3,12.2,7,"4,942","4,618","7,272","59,548",> 100%
National,,All,2019-20,38,5.7,5.2,,8,11.7,5,"4,772","4,273","7,002","59,638",> 100%
National,,All,2019-20,39,5.8,5.3,,8.2,11.8,4,"4,933","4,296","7,117","60,506",> 100%
National,,All,2018-19,40,6.1,5.7,,5.7,5.7,10,"2,970",0,"2,980","52,359",> 100%
National,,All,2018-19,41,6.2,5.8,,5.5,5.5,12,"2,865",0,"2,877","51,850",> 100%
National,,All,2018-19,42,6.3,5.9,,5.7,5.7,18,"2,989",0,"3,007","52,980",> 100%
National,,All,2018-19,43,6.4,6,,5.7,5.7,24,"3,066",0,"3,090","53,766",> 100%
National,,All,2018-19,44,6.5,6.1,,5.6,5.6,25,"3,004",0,"3,029","53,643",> 100%
National,,All,2018-19,45,6.7,6.2,,5.7,5.7,30,"3,022",0,"3,052","53,563",> 100%
National,,All,2018-19,46,6.8,6.3,,5.8,5.8,26,"3,143",0,"3,169","54,699",> 100%
National,,All,2018-19,47,6.9,6.5,,5.9,5.9,31,"3,178",0,"3,209","54,849",> 100%
National,,All,2018-19,48,7,6.6,,6,6,38,"3,288",0,"3,326","55,064",> 100%
National,,All,2018-19,49,7.1,6.7,,6.2,6.2,56,"3,399",0,"3,455","55,969",> 100%
National,,All,2018-19,50,7.2,6.8,,6.4,6.4,52,"3,552",0,"3,604","56,389",> 100%
National,,All,2018-19,51,7.3,6.9,,6.3,6.3,88,"3,490",0,"3,578","56,532",> 100%
National,,All,2018-19,52,7.4,7,,6.7,6.7,141,"3,636",0,"3,777","56,030",> 100%
National,,All,2018-19,1,7.5,7,,7.1,7.1,211,"3,919",0,"4,130","58,288",> 100%
National,,All,2018-19,2,7.6,7.1,,7.4,7.4,260,"4,055",0,"4,315","58,353",> 100%
National,,All,2018-19,3,7.6,7.2,,7.5,7.5,246,"4,098",0,"4,344","58,210",> 100%
National,,All,2018-19,4,7.6,7.2,,7.2,7.2,276,"3,899",0,"4,175","57,897",> 100%
National,,All,2018-19,5,7.7,7.2,,7.3,7.3,327,"3,893",0,"4,220","58,146",> 100%
National,,All,2018-19,6,7.7,7.2,,7.3,7.3,367,"3,891",0,"4,258","58,517",> 100%
National,,All,2018-19,7,7.7,7.2,,7.6,7.6,483,"3,896",0,"4,379","57,994",> 100%
National,,All,2018-19,8,7.6,7.2,,7.7,7.7,474,"3,987",0,"4,461","57,988",> 100%
National,,All,2018-19,9,7.6,7.1,,7.4,7.4,516,"3,758",0,"4,274","57,962",> 100%
National,,All,2018-19,10,7.5,7.1,,7.3,7.3,543,"3,752",0,"4,295","58,531",> 100%
National,,All,2018-19,11,7.5,7,,7.8,7.8,511,"3,978",0,"4,489","57,896",> 100%
National,,All,2018-19,12,7.4,6.9,,7.5,7.5,480,"3,797",0,"4,277","57,078",> 100%
National,,All,2018-19,13,7.3,6.9,,7.4,7.4,459,"3,714",0,"4,173","56,667",> 100%
National,,All,2018-19,14,7.2,6.8,,7,7,339,"3,634",0,"3,973","56,590",> 100%
National,,All,2018-19,15,7.1,6.7,,6.8,6.8,303,"3,450",0,"3,753","55,480",> 100%
National,,All,2018-19,16,7,6.5,,6.6,6.6,202,"3,414",0,"3,616","54,460",> 100%
National,,All,2018-19,17,6.9,6.4,,6.4,6.4,156,"3,273",0,"3,429","53,645",> 100%
National,,All,2018-19,18,6.7,6.3,,6.2,6.2,97,"3,223",0,"3,320","53,971",> 100%
National,,All,2018-19,19,6.6,6.2,,6.2,6.2,68,"3,229",0,"3,297","53,455",> 100%
National,,All,2018-19,20,6.5,6,,6,6,50,"3,159",0,"3,209","53,566",> 100%
National,,All,2018-19,21,6.4,5.9,,5.9,5.9,30,"3,149",0,"3,179","53,681",> 100%
National,,All,2018-19,22,6.2,5.8,,6,6,29,"3,117",0,"3,146","52,713",> 100%
National,,All,2018-19,23,6.1,5.7,,5.8,5.8,21,"3,045",0,"3,066","53,128",> 100%
National,,All,2018-19,24,6,5.6,,5.6,5.6,16,"2,934",0,"2,950","52,634",> 100%
National,,All,2018-19,25,5.9,5.5,,5.7,5.7,13,"2,952",0,"2,965","52,273",> 100%
National,,All,2018-19,26,5.8,5.4,,5.6,5.6,15,"2,898",0,"2,913","52,188",> 100%
National,,All,2018-19,27,5.8,5.3,,5.5,5.5,13,"2,864",0,"2,877","52,331",> 100%
National,,All,2018-19,28,5.7,5.3,,5.4,5.4,11,"2,770",0,"2,781","51,914",> 100%
National,,All,2018-19,29,5.6,5.2,,5.2,5.2,5,"2,679",0,"2,684","51,637",> 100%
National,,All,2018-19,30,5.6,5.2,,5.4,5.4,8,"2,762",0,"2,770","51,649",> 100%
National,,All,2018-19,31,5.6,5.1,,5.3,5.3,6,"2,737",0,"2,743","51,401",> 100%
National,,All,2018-19,32,5.6,5.1,,5.1,5.1,7,"2,645",0,"2,652","51,731",> 100%
National,,All,2018-19,33,5.6,5.1,,5.1,5.1,8,"2,601",0,"2,609","50,986",> 100%
National,,All,2018-19,34,5.6,5.1,,5.1,5.1,6,"2,602",0,"2,608","51,001",> 100%
National,,All,2018-19,35,5.6,5.2,,5.1,5.1,13,"2,618",0,"2,631","51,144",> 100%
National,,All,2018-19,36,5.7,5.2,,5,5,12,"2,583",0,"2,595","51,807",> 100%
National,,All,2018-19,37,5.7,5.3,,4.9,4.9,16,"2,515",0,"2,531","51,612",> 100%
National,,All,2018-19,38,5.8,5.4,,5.3,5.3,14,"2,709",0,"2,723","51,743",> 100%
National,,All,2018-19,39,5.9,5.4,,5.3,5.3,16,"2,780",0,"2,796","52,741",> 100%
National,,All,2017-18,40,6.2,5.8,,5.8,5.8,16,"3,022",0,"3,038","52,114",> 100%
National,,All,2017-18,41,6.3,5.9,,5.9,5.9,18,"3,001",0,"3,019","51,580",> 100%
National,,All,2017-18,42,6.4,6,,6.1,6.1,28,"3,156",0,"3,184","52,229",> 100%
National,,All,2017-18,43,6.6,6.1,,6.3,6.3,23,"3,279",0,"3,302","52,548",> 100%
National,,All,2017-18,44,6.7,6.2,,6.1,6.1,36,"3,215",0,"3,251","53,680",> 100%
National,,All,2017-18,45,6.8,6.3,,6.1,6.1,45,"3,180",0,"3,225","53,258",> 100%
National,,All,2017-18,46,6.9,6.5,,6.3,6.3,50,"3,315",0,"3,365","53,773",> 100%
National,,All,2017-18,47,7,6.6,,6,6,48,"3,202",0,"3,250","54,125",> 100%
National,,All,2017-18,48,7.2,6.7,,6.5,6.5,83,"3,493",0,"3,576","54,762",> 100%
National,,All,2017-18,49,7.3,6.8,,6.6,6.6,118,"3,528",0,"3,646","55,596",> 100%
National,,All,2017-18,50,7.4,6.9,,6.8,6.8,165,"3,759",0,"3,924","57,372",> 100%
National,,All,2017-18,51,7.5,7,,7.3,7.3,359,"3,987",0,"4,346","59,508",> 100%
National,,All,2017-18,52,7.5,7.1,,8.3,8.3,671,"4,418",0,"5,089","61,095",> 100%
National,,All,2017-18,1,7.6,7.2,,9.6,9.6,"1,165","5,156",0,"6,321","66,137",> 100%
National,,All,2017-18,2,7.7,7.2,,10.5,10.5,"1,536","5,583",0,"7,119","67,496",> 100%
National,,All,2017-18,3,7.7,7.3,,10.9,10.9,"1,626","5,412",0,"7,038","64,649",> 100%
National,,All,2017-18,4,7.8,7.3,,10.6,10.6,"1,448","5,188",0,"6,636","62,790",> 100%
National,,All,2017-18,5,7.8,7.3,,10.2,10.2,"1,360","4,878",0,"6,238","60,978",> 100%
National,,All,2017-18,6,7.8,7.3,,9.7,9.7,"1,243","4,691",0,"5,934","61,114",> 100%
National,,All,2017-18,7,7.8,7.3,,9.7,9.7,"1,179","4,599",0,"5,778","59,779",> 100%
National,,All,2017-18,8,7.7,7.3,,9.2,9.2,892,"4,426",0,"5,318","57,797",> 100%
National,,All,2017-18,9,7.7,7.2,,8.4,8.4,738,"4,044",0,"4,782","56,693",> 100%
National,,All,2017-18,10,7.6,7.2,,8,8,507,"4,061",0,"4,568","57,095",> 100%
National,,All,2017-18,11,7.6,7.1,,7.6,7.6,444,"3,853",0,"4,297","56,326",> 100%
National,,All,2017-18,12,7.5,7,,7.4,7.4,345,"3,793",0,"4,138","55,767",> 100%
National,,All,2017-18,13,7.4,7,,7.4,7.4,284,"3,779",0,"4,063","54,919",> 100%
National,,All,2017-18,14,7.3,6.8,,7.2,7.2,300,"3,698",0,"3,998","55,300",> 100%
National,,All,2017-18,15,7.2,6.7,,6.9,6.9,214,"3,590",0,"3,804","55,229",> 100%
National,,All,2017-18,16,7.1,6.6,,6.6,6.6,153,"3,430",0,"3,583","54,040",> 100%
National,,All,2017-18,17,7,6.5,,6.5,6.5,119,"3,395",0,"3,514","53,728",> 100%
National,,All,2017-18,18,6.8,6.4,,6.1,6.1,106,"3,198",0,"3,304","53,741",> 100%
National,,All,2017-18,19,6.7,6.3,,5.9,5.9,53,"3,033",0,"3,086","52,108",> 100%
National,,All,2017-18,20,6.6,6.1,,5.9,5.9,43,"2,955",0,"2,998","50,622",> 100%
National,,All,2017-18,21,6.4,6,,5.8,5.8,26,"2,951",0,"2,977","50,932",> 100%
National,,All,2017-18,22,6.3,5.9,,5.7,5.7,26,"2,905",0,"2,931","51,047",> 100%
National,,All,2017-18,23,6.2,5.8,,5.6,5.6,14,"2,908",0,"2,922","52,003",> 100%
National,,All,2017-18,24,6.1,5.7,,5.7,5.7,14,"2,935",0,"2,949","51,390",> 100%
National,,All,2017-18,25,6,5.6,,5.6,5.6,7,"2,866",0,"2,873","51,047",> 100%
National,,All,2017-18,26,5.9,5.5,,5.7,5.7,9,"2,868",0,"2,877","50,857",> 100%
National,,All,2017-18,27,5.8,5.4,,5.4,5.4,10,"2,769",0,"2,779","51,684",> 100%
National,,All,2017-18,28,5.8,5.3,,5.4,5.4,5,"2,781",0,"2,786","51,193",> 100%
National,,All,2017-18,29,5.7,5.3,,5.4,5.4,8,"2,706",0,"2,714","50,612",> 100%
National,,All,2017-18,30,5.7,5.2,,5.4,5.4,12,"2,700",0,"2,712","50,278",> 100%
National,,All,2017-18,31,5.7,5.2,,5.3,5.3,4,"2,661",0,"2,665","50,639",> 100%
National,,All,2017-18,32,5.7,5.2,,5.3,5.3,10,"2,673",0,"2,683","50,967",> 100%
National,,All,2017-18,33,5.7,5.2,,5.2,5.2,5,"2,616",0,"2,621","50,301",> 100%
National,,All,2017-18,34,5.7,5.2,,5.4,5.4,10,"2,713",0,"2,723","50,463",> 100%
National,,All,2017-18,35,5.7,5.3,,5.2,5.2,6,"2,630",0,"2,636","50,612",> 100%
National,,All,2017-18,36,5.8,5.3,,5.5,5.5,6,"2,749",0,"2,755","50,300",> 100%
National,,All,2017-18,37,5.8,5.4,,5.4,5.4,8,"2,761",0,"2,769","51,083",> 100%
National,,All,2017-18,38,5.9,5.5,,5.5,5.5,11,"2,819",0,"2,830","51,584",> 100%
National,,All,2017-18,39,6,5.6,,5.5,5.5,14,"2,814",0,"2,828","50,962",> 100%
National,,All,2016-17,40,6.3,6,,5.5,5.5,6,775,0,781,"14,073",29.6%
National,,All,2016-17,41,6.4,6.1,,5.9,5.9,4,853,0,857,"14,578",30.6%
National,,All,2016-17,42,6.5,6.1,,5.8,5.8,2,829,0,831,"14,388",30.2%
National,,All,2016-17,43,6.6,6.3,,5.9,5.9,4,885,0,889,"15,193",31.9%
National,,All,2016-17,44,6.7,6.4,,5.5,5.5,8,885,0,893,"16,148",33.9%
National,,All,2016-17,45,6.8,6.5,,5.9,5.9,3,960,0,963,"16,423",34.5%
National,,All,2016-17,46,6.9,6.6,,5.5,5.5,2,903,0,905,"16,395",34.5%
National,,All,2016-17,47,7.1,6.7,,5.6,5.6,5,906,0,911,"16,192",34%
National,,All,2016-17,48,7.2,6.8,,5.8,5.8,12,997,0,"1,009","17,253",36.3%
National,,All,2016-17,49,7.3,6.9,,6.4,6.4,8,"1,186",0,"1,194","18,770",39.4%
National,,All,2016-17,50,7.4,7,,6.4,6.4,18,"1,260",0,"1,278","19,823",41.7%
National,,All,2016-17,51,7.5,7.1,,6.3,6.3,36,"1,285",0,"1,321","20,865",43.9%
National,,All,2016-17,52,7.6,7.2,,7.1,7.1,83,"1,507",0,"1,590","22,433",47.1%
National,,All,2016-17,1,7.6,7.3,,7.7,7.7,187,"1,953",0,"2,140","27,878",58.6%
National,,All,2016-17,2,7.7,7.3,,7.7,7.7,225,"2,036",0,"2,261","29,334",61.7%
National,,All,2016-17,3,7.8,7.4,,8.1,8.1,236,"2,290",0,"2,526","31,297",65.8%
National,,All,2016-17,4,7.8,7.4,,8.2,8.2,266,"2,786",0,"3,052","37,159",78.1%
National,,All,2016-17,5,7.8,7.5,,8.1,8.1,326,"3,872",0,"4,198","51,714",> 100%
National,,All,2016-17,6,7.9,7.5,,8.2,8.2,419,"4,440",0,"4,859","58,981",> 100%
National,,All,2016-17,7,7.9,7.5,,8.5,8.5,545,"4,419",0,"4,964","58,485",> 100%
National,,All,2016-17,8,7.8,7.5,,8.5,8.5,605,"4,369",0,"4,974","58,288",> 100%
National,,All,2016-17,9,7.8,7.5,,8.4,8.4,534,"4,260",0,"4,794","57,259",> 100%
National,,All,2016-17,10,7.8,7.4,,8.2,8.2,472,"4,223",0,"4,695","57,479",> 100%
National,,All,2016-17,11,7.7,7.4,,7.9,7.9,376,"4,100",0,"4,476","56,659",> 100%
National,,All,2016-17,12,7.7,7.3,,7.7,7.7,319,"4,091",0,"4,410","57,051",> 100%
National,,All,2016-17,13,7.6,7.2,,7.6,7.6,333,"3,887",0,"4,220","55,706",> 100%
National,,All,2016-17,14,7.5,7.1,,7.4,7.4,266,"3,821",0,"4,087","55,166",> 100%
National,,All,2016-17,15,7.4,7,,7.3,7.3,208,"3,776",0,"3,984","54,866",> 100%
National,,All,2016-17,16,7.3,6.9,,6.9,6.9,162,"3,489",0,"3,651","53,074",> 100%
National,,All,2016-17,17,7.2,6.8,,6.7,6.7,90,"3,458",0,"3,548","53,296",> 100%
National,,All,2016-17,18,7.1,6.7,,6.4,6.4,63,"3,308",0,"3,371","52,659",> 100%
National,,All,2016-17,19,7,6.6,,6.3,6.3,50,"3,216",0,"3,266","51,986",> 100%
National,,All,2016-17,20,6.8,6.5,,6.2,6.2,53,"3,201",0,"3,254","52,480",> 100%
National,,All,2016-17,21,6.7,6.4,,6.1,6.1,24,"3,091",0,"3,115","50,975",> 100%
National,,All,2016-17,22,6.6,6.2,,5.9,5.9,23,"3,019",0,"3,042","51,258",> 100%
National,,All,2016-17,23,6.5,6.1,,6.1,6.1,17,"3,127",0,"3,144","51,421",> 100%
National,,All,2016-17,24,6.4,6,,6.1,6.1,19,"3,069",0,"3,088","50,798",> 100%
National,,All,2016-17,25,6.3,5.9,,5.9,5.9,15,"2,982",0,"2,997","51,203",> 100%
National,,All,2016-17,26,6.2,5.8,,5.9,5.9,10,"2,954",0,"2,964","50,618",> 100%
National,,All,2016-17,27,6.1,5.7,,5.6,5.6,18,"2,824",0,"2,842","50,964",> 100%
National,,All,2016-17,28,6,5.7,,6.1,6.1,4,"3,047",0,"3,051","49,974",> 100%
National,,All,2016-17,29,5.9,5.6,,5.5,5.5,10,"2,756",0,"2,766","50,133",> 100%
National,,All,2016-17,30,5.9,5.5,,5.8,5.8,3,"2,853",0,"2,856","49,364",> 100%
National,,All,2016-17,31,5.8,5.5,,5.4,5.4,4,"2,696",0,"2,700","50,089",> 100%
National,,All,2016-17,32,5.8,5.5,,5.4,5.4,6,"2,723",0,"2,729","50,239",> 100%
National,,All,2016-17,33,5.8,5.4,,5.4,5.4,11,"2,689",0,"2,700","50,187",> 100%
National,,All,2016-17,34,5.8,5.4,,5.6,5.6,7,"2,756",0,"2,763","49,518",> 100%
National,,All,2016-17,35,5.8,5.5,,5.4,5.4,7,"2,716",0,"2,723","50,836",> 100%
National,,All,2016-17,36,5.8,5.5,,5.6,5.6,12,"2,825",0,"2,837","50,982",> 100%
National,,All,2016-17,37,5.9,5.5,,5.9,5.9,7,"3,021",0,"3,028","51,694",> 100%
National,,All,2016-17,38,5.9,5.6,,5.8,5.8,16,"2,935",0,"2,951","51,231",> 100%
National,,All,2016-17,39,6,5.6,,5.7,5.7,19,"2,888",0,"2,907","51,348",> 100%
